mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness,"flooded (yes =1, no =0)",distance_to_drainage (m)
4.88,5.46,28.46,48,0,394.06
13.27,3.48,18.62,15,0,389.18
26.82,6.72,25.7,46,0,345.52
5.8,6.59,23.63,0,0,26.21
9.42,3.24,19.74,24,0,8.73
8.74,3.43,28.46,361,0,53.46
4.84,8.22,21.98,0,1,8.73
14.23,6.79,18.62,89,0,115.44
8.52,5.31,17,0,0,80.68
9.12,3.8,28.46,67,0,339.63
8.35,7.14,18.62,166,0,167.16
11.62,3.78,18.62,41,0,307.19
10.52,4.03,12.81,0,0,5.66
12.47,2.05,22.48,0,0,4.47
5.43,2.92,17.01,19,0,48.01
25.58,12.39,25.7,34,0,267.74
11.13,3.85,22.48,0,0,5.3
12.6,3.75,25.7,17,0,143.44
13,0.57,22.48,0,0,77.73
7.05,3.46,28.46,60,0,130.24
21.91,7.72,25.7,44,0,161.57
15.2,3.32,18.62,15,0,441.91
1478.33,15.3,16.36,6,0,147.77
1520.86,34.52,16.36,0,0,346.96
1475.75,15.5,16.36,5,0,124.66
1605.79,34.83,16.36,0,0,663.26
1450.57,11.85,16.36,0,0,16.44
1529.89,33.49,16.36,0,0,423.26
1473.68,15.9,16.36,0,0,30.3
1454.67,7.48,16.36,2,0,16.62
1456,9.7,16.36,10,0,24.48
1676.64,26.73,21.78,0,0,356.93
1555.25,35.44,16.36,0,0,448.8
1471.81,24.14,16.36,0,0,14.43
1472.45,14.74,16.36,43,0,38.98
523.83,28.06,0,0,0,241.35
28.1,3.68,25.7,28,0,989.33
12,3.1,17.01,32,0,244.77
13.6,10.18,28.55,217,0,60.22
838.41,21.13,0,0,0,6.04
24.25,5.32,13.3,17,0,627.03
17.93,3.59,24.31,42,0,378.19
20.34,6.77,16.54,5,0,4.67
28.94,5.61,16.54,7,0,2.27
34.64,6.67,16.54,8,0,0.26
1472.73,20.65,27.2,0,0,0
5.44,4.12,28.46,44,0,27.47
804.41,23.82,5.91,0,0,14.91
45.9,12.8,13.9,0,0,2.81
46.1,6.11,13.9,0,0,2.77
66.37,11.31,14.86,0,0,0
85.15,16.27,15.17,0,0,85.04
69.5,12.64,13.78,0,0,19.88
76.63,18,31.65,0,0,0.12
90.36,16.89,23.41,0,0,3.96
43.5,6.82,34.57,4,0,0
44.71,6.4,34.57,0,0,153.16
56.45,8.8,34.57,1,0,0
67.94,15.48,34.57,0,0,195.07
44.87,9.97,34.57,0,0,51.24
9.09,3.19,10.97,157,0,380.85
43.33,9.44,24.43,0,0,12.73
30.44,9.62,21.31,47,0,82.52
40.17,5.35,21.31,55,0,136.94
33.54,7.83,21.31,28,0,26.22
30.08,8.71,28.73,34,0,341.65
39.67,5.11,28.73,33,0,332.88
39.25,2.72,28.73,9,0,263.58
10,3.71,16.78,56,0,182.49
27.21,10.3,17.11,40,0,221.22
34.23,4.62,28.73,34,0,217.85
42.19,7.99,28.2,0,0,4.17
41.56,8.14,27.35,0,0,0
29.96,7.05,15.64,3,0,35.69
37.38,8.56,15.64,0,0,3.86
71.29,10.88,22.63,0,0,254.17
476.65,27.02,12.45,0,0,270.52
835.2,20.04,8.99,0,0,241.37
61.8,10.3,11.51,0,0,0
9.11,3.21,18.18,27,0,234.11
10.23,3.54,20.06,150,0,409.85
10,3.04,18.18,47,0,551.56
9.77,3.98,21.94,37,0,195.83
9.9,3.98,18.18,30,0,292.69
51.81,9.16,34.57,0,0,0
38.5,2.79,34.57,0,0,21.14
49.44,9.55,34.57,0,0,0
32,6.4,28.73,6,0,335.58
41.57,9.4,28.73,44,0,1.57
49.64,8.43,13.9,0,0,7.49
77.04,11.8,12.24,0,0,0
66.89,11.47,13.9,4,0,47.31
47.43,13.14,34.57,0,0,9.57
87.75,11.82,34.57,0,0,472.27
84.25,14.13,34.57,0,0,324.99
41.86,5.98,13.9,0,0,21.22
41.45,8.88,13.9,2,0,107.51
46.5,5.5,13.9,1,0,82.71
37.6,11.24,16.82,0,0,10.64
141.19,28.32,14.85,0,0,0
58.67,13.35,15.39,0,0,0
12.7,3.24,13.26,75,0,7.93
10,4.71,11.61,24,0,9.9
9,3.98,11.61,22,0,254.84
9.96,4.37,11.61,77,0,210.17
7.65,4.84,11.61,51,0,194.49
45,3.71,13.9,0,0,107.44
33.55,8.39,14.86,0,0,4.41
62.04,10.82,16.88,0,0,5.94
62.56,12.15,16.88,0,0,4.17
30.17,4.18,28.73,14,0,208.87
22.89,6.84,25.7,13,0,1550.45
23.92,7.55,25.7,29,0,1176.56
19.57,7.48,25.7,68,0,801.77
17.38,11.3,20.98,38,0,1216.5
16.39,7.59,20.98,54,0,1123.61
31.65,4.19,25.7,41,0,1110.91
31.5,6.39,25.7,9,0,1262.21
36.5,6.21,25.7,3,0,1205.63
34.8,6.63,25.7,6,0,1210.31
16.2,9.06,16.26,20,0,1154.58
20.48,7.36,25.7,80,0,1221.83
31.5,7.13,25.7,13,0,1141.07
34.33,7.74,25.7,4,0,1210.31
26.99,5.43,15.82,3,0,4.73
6.83,6.81,13.21,27,0,52.89
11.92,3.23,25.7,8,0,72.22
7.12,7.74,25.01,188,0,41.54
11.75,8.73,18.62,79,0,104.16
1.5,2.93,18.62,18,0,158.84
11.88,7,23.54,23,0,492.48
8.17,2.94,13.21,31,0,3.07
10.71,3.69,25.7,17,0,290.47
9,4.06,25.7,17,0,1049.83
11.21,3.7,25.7,90,0,992.47
9.93,4.55,25.7,78,0,732.32
10.67,3.83,25.7,96,0,399.85
10.58,3.58,25.7,55,0,938.55
9.44,3.57,25.7,46,0,890.18
11.83,4.47,25.7,49,0,615.26
10.31,5.05,25.7,45,0,346.98
11.24,4.91,25.7,121,0,252.75
12.82,3.34,25.7,33,0,337.88
11.91,5.11,25.7,26,0,334.84
9.92,3.52,25.7,30,0,306.58
11.07,4.54,25.7,28,0,560.17
10.7,4.05,25.7,84,0,544.27
10.77,4.59,21.94,30,0,420.51
6.11,7.63,18.18,25,0,270.68
5.79,5.43,18.18,141,0,116.67
6.56,5.59,18.18,22,0,263
9.26,3.52,18.18,54,0,285.29
5.54,6.21,13.21,24,0,92.98
11.86,3.85,20.83,116,0,332.16
12.86,3.36,28.46,53,0,858.46
11.6,3.91,28.46,24,0,1037.22
8.92,5.81,13.3,0,0,226.5
8.88,4.49,13.3,5,0,0
1,6.97,13.3,0,0,76.16
5.69,3.6,21.94,41,0,723.32
8.54,3.98,21.94,39,0,1021.37
6.92,4.32,21.94,34,0,373.51
16.18,4.26,25.7,310,0,260.29
7.57,4.22,13.21,9,0,391.94
2.65,3.33,11.61,66,0,0
7,4.41,25.7,22,0,724.58
4.63,5.86,21.94,20,0,94.07
40.86,4.79,13.9,0,0,20.9
24.69,6.8,31.39,47,0,298.02
29.26,7.88,20.92,54,0,0
35.03,8.87,24.61,112,0,2.46
25.25,3.35,28.55,10,0,235.81
25.75,8.9,31.39,58,0,9.08
27.17,11.35,31.39,24,0,350.63
29.58,10.48,13.55,9,0,108.46
33.15,9.2,31.39,77,0,517.05
13.89,9.64,31.39,34,0,4.46
54.91,8.45,13.55,0,0,19.97
23.71,9.32,18.62,78,0,0
22.48,8.19,18.62,16,0,444.52
17.79,10.77,20.88,0,0,0
41.81,10.5,14.55,0,0,107.47
26.31,7.26,26.2,37,0,609.35
16.18,3.14,29.48,33,0,196.18
16,3.51,23.24,3,0,527.68
24.79,7.88,19.3,276,0,54.49
11.85,8.11,19.3,169,0,0
21,12.4,25.7,3,0,913.2
9.71,6.36,25.06,115,0,107.67
12.6,4.09,16.26,34,0,397.13
13.54,6.17,16.26,120,0,266.88
10.48,4.68,23.24,83,0,3.9
17.14,4.92,25.35,59,0,213.94
12.29,8.53,19.75,16,0,501.82
10.65,7.58,16.26,140,0,1.01
11.05,4.99,19.75,226,0,209.72
15,6.39,19.3,6,0,704.31
26,4.08,19.59,26,0,965.99
6.75,3.63,20.71,4,0,21.28
2.25,3.72,18.18,6,0,0
9.92,5.21,23.24,125,0,62.19
13.78,4.6,22.94,0,0,83.94
9.93,4.27,21.61,1,0,14.12
19.09,6.62,22.25,25,0,160.19
7.88,4.61,22.96,9,0,0
12.17,3.9,22.16,164,0,11.81
18.28,4.54,15.68,0,0,0
11.21,5.01,22.94,0,0,0
22.25,6.25,15.7,5,0,850.46
26.19,7.83,22.96,0,0,0
11.87,3.96,18.02,0,0,53.17
10.75,3.45,21.94,186,0,358.3
11.51,3.15,12.58,0,0,4.25
7.71,5.1,13.21,34,0,360.53
28.26,6.58,13.3,0,0,169.83
18.97,10.18,13.3,4,0,461.65
10.16,3.45,18.18,158,0,154.16
9.45,3.49,12.58,9,0,9.61
19.37,10.98,13.3,6,0,4.01
10.38,3.9,12.58,0,0,188.96
14.63,5.25,13.3,22,0,474.79
9,2.82,17.01,28,0,224.85
28.5,3.3,29.48,42,0,560.54
21.5,6.66,29.48,31,0,345.78
19,3.3,17.11,20,0,228.13
18.08,3.25,17.11,35,0,247.21
20.97,14.98,17.11,20,0,100.92
17.89,4.25,17.11,15,0,62.75
26.4,8.04,17.6,53,0,174.08
22.71,10.55,17.11,10,0,100.53
28.18,11.47,17.11,21,0,244.95
21.04,9.08,17.11,29,0,88.59
25.99,6.58,17.11,49,0,27.18
34.34,5.97,17.11,52,0,415.97
31.79,9.82,17.11,34,0,245.03
26,3.39,17.11,8,0,287.66
28.62,11.23,17.11,33,0,262.3
19.07,6.74,17.11,43,0,134.14
30.64,7.17,29.48,34,0,591.83
20.75,5.93,29.48,25,0,404.78
26.27,4.07,29.48,30,0,682.9
29.71,8.06,29.48,38,0,584.27
31.4,4.73,29.48,29,0,648.06
19.33,6.3,29.48,38,0,264.24
14.48,4.95,29.48,45,0,8.4
19,7.92,29.48,19,0,369.16
17.16,6.85,29.48,57,0,211.62
27,6.31,29.48,19,0,665.97
14.33,3.38,29.48,17,0,293.93
21.15,4.25,17.11,17,0,280.19
31.76,11.53,17.11,24,0,482.93
18.4,2.36,17.11,8,0,204.47
16.38,7.37,17.11,18,0,56.66
30.25,19.06,17.11,7,0,156.25
34.75,17.81,17.11,10,0,241.88
35.63,9.18,17.11,25,0,221.22
22.53,8.68,17.11,12,0,247.65
23.8,2.8,17.11,0,0,12.07
23.26,11.18,16.86,2,0,6.03
31.25,5.61,17.11,5,0,750.26
28.78,4.7,17.11,10,0,759.52
27.91,4.91,17.11,24,0,762.83
29.43,4.59,17.11,0,0,992.2
21.29,4.99,17.11,20,0,539.51
28,7.93,17.11,9,0,353.08
27.33,13.12,17.11,1,0,918.48
25.13,14.05,17.11,5,0,110.3
17.25,4.35,17.11,10,0,263.38
20.56,5,17.11,31,0,259.95
17.45,3.72,17.11,19,0,13.01
15,12.86,17.11,19,0,46.43
18.5,3.29,17.11,14,0,332.42
12.57,7.54,17.11,2,0,7.89
21.4,3.87,17.11,8,0,287.16
18.4,7.27,17.11,7,0,120.36
23.33,5.97,17.11,3,0,178.55
18.9,5.08,17.11,12,0,79.51
17.47,5.7,17.11,0,0,24.99
36.83,11.35,17.11,4,0,464.26
39,5.5,17.11,7,0,669.15
8.33,9.06,16.61,0,0,0
29.47,7.19,19.28,0,0,641.23
9.75,10.64,16.61,0,0,23.31
24.75,9.42,19.28,7,0,415.13
22.58,8.37,19.28,0,0,14.19
5,6.41,16.61,0,0,0
59.85,20.05,16.61,0,0,2.58
16.2,9.99,16.61,0,0,16.09
30.08,7.93,17.62,21,0,4.46
35.09,7.55,19.28,54,0,299.44
26,1.28,19.28,4,0,431.75
29.25,5.79,19.28,10,0,422.38
26,1.55,19.28,4,0,449.58
26.5,7.46,19.28,20,0,543.88
24.18,7.13,19.28,28,0,6.02
25,3.38,19.28,14,0,450.11
27,3.89,19.28,2,0,455.03
29.71,5.71,19.28,18,0,566.81
29.63,7.03,19.28,14,0,189.69
31.83,5.8,19.28,27,0,114.82
29.64,6.12,19.28,6,0,0
32.33,4.88,19.28,9,0,213.13
33.28,9.57,19.28,10,0,342.29
29.5,6.5,19.28,7,0,143.41
31.17,9.05,19.28,2,0,464.72
27.75,7.95,19.28,20,0,4.44
79.37,10.32,12.03,0,0,0
7.5,3.5,21.94,22,0,100
9.44,2.45,11.61,27,0,263.12
8.25,3.51,11.61,33,0,208.73
8.32,3.53,16.78,81,0,500.66
10.78,5.09,11.61,28,0,379.69
8.25,2.92,11.61,24,0,422.58
9,3.5,11.61,57,0,9.9
8.65,4.83,21.94,34,0,343.47
8.56,3.75,21.94,20,0,338.9
9.22,4.66,20.56,49,0,239.41
6.29,1.43,21.94,17,0,10.83
9.07,4.92,11.61,45,0,146.26
7.63,3.22,19.47,20,0,52.38
10.33,3.3,11.61,13,0,149.82
8.52,3.57,11.61,83,0,486.46
8,7.21,11.61,5,0,85.24
8,7.27,11.61,5,0,74.01
10.45,3.71,11.61,33,0,317.46
8,3.84,11.61,106,0,352.28
6,4.92,11.61,5,0,53.38
5.67,2.06,11.61,16,0,150.46
7.33,3.62,13.21,40,0,293.79
7.5,4.48,11.61,10,0,0
3.64,4.21,11.61,29,0,62.7
8.56,3.65,13.21,24,0,292.63
8.71,2.5,13.21,20,0,125.59
12.14,3.7,13.3,132,0,10.42
11.2,2.9,13.21,28,0,340.93
12.33,2.68,13.3,0,0,91.17
12.57,3.99,13.3,23,0,155.82
4.33,3.28,13.5,0,0,0
5.56,4.33,13.71,21,0,16.81
20.5,2.71,13.3,6,0,999.64
8.97,5.29,13.3,9,0,34.57
16.33,5.08,25.7,6,0,369.65
18.8,7.61,25.7,9,0,369.65
8.43,6.83,31.39,26,0,336.33
11.3,9.03,28.55,19,0,285.69
19.17,10.54,28.55,29,0,225.72
27.46,8.31,25.7,21,0,385.46
2.25,4.13,25.7,17,0,13.37
19.65,5.91,25.7,90,0,221.1
13.75,5.36,25.7,66,0,298.44
10.77,4.8,25.7,63,0,32.92
10.17,4,25.7,19,0,259.21
6,4.38,25.7,7,0,0
21.25,6.68,27.08,100,0,197.82
9.75,4.91,25.7,50,0,81.55
1.44,8.06,25.7,4,0,31.73
7,4.16,17.01,11,0,13.71
9.5,3.64,20.56,24,0,708.16
8.44,3.54,20.56,28,0,494.56
10,3.9,17.01,24,0,361.44
4,4.84,11.61,13,0,112.7
7.86,5.81,11.61,16,0,428.41
7.2,4.6,11.61,61,0,6.62
9.78,4.02,11.61,17,0,203.58
8.13,3.29,11.61,26,0,82.31
7.75,3.52,11.61,35,0,263.19
8,4.01,11.61,0,0,3.22
9.38,4.43,11.61,38,0,169.02
9.45,5.43,16.78,34,0,338.27
11.57,4.67,11.61,35,0,189.42
9.43,5.31,21.94,22,0,10.6
8.5,2.34,18.78,39,0,511.6
5.9,1.94,21.94,16,0,231.05
3.82,4.21,11.61,22,0,138.5
6.27,4.66,16.78,24,0,245.57
8.67,3.14,21.94,22,0,305.45
10.13,4.04,11.61,27,0,118.76
7.2,2.32,21.94,11,0,181.97
6.6,2.59,21.94,15,0,109.48
9.13,2.6,21.94,19,0,220.52
6.5,4.51,11.61,30,0,336.9
7.3,2.75,21.94,27,0,192.11
8.73,3.52,21.94,30,0,490.37
6,2.13,21.94,26,0,495.37
7,2.32,21.94,17,0,11.73
8.75,3.75,21.94,9,0,456.8
6.25,1.72,21.94,10,0,68.9
8.29,3.66,17.01,20,0,102.23
7.44,4.29,21.94,26,0,479.92
8.67,1.89,21.94,25,0,78.94
10.15,5.45,17.01,34,0,238.75
9.38,4.45,21.94,21,0,473.58
6.33,2.66,21.94,6,0,104.9
7.8,3.35,17.01,26,0,70.52
6.92,2.89,11.61,34,0,350.76
9.5,2.91,11.61,12,0,254.31
10.71,4.86,21.94,18,0,298.92
8.63,5.78,11.61,25,0,3.83
6.2,4.01,21.94,44,0,416.54
6,2.81,11.61,17,0,13.65
8.7,3.14,21.94,28,0,622.77
7.92,2.89,21.94,32,0,611.51
9.25,6.04,21.94,11,0,606.8
9,2.94,21.94,10,0,300.56
7.7,3.38,11.61,30,0,161.08
9.86,2.72,21.94,22,0,423.59
6.6,1.8,21.94,7,0,126.35
7.6,2.14,21.94,34,0,558.63
9.13,2.45,11.61,41,0,221.33
7.2,3.69,11.61,21,0,42.84
6.75,1.25,21.94,11,0,213.51
7.5,2.64,11.61,5,0,352.25
6.5,4.58,21.94,15,0,594.76
8.86,2.13,11.61,20,0,262.67
10.57,1.94,11.61,24,0,414.62
4.75,1.56,21.94,8,0,296.14
9.38,4.08,21.94,24,0,511.77
8.27,7.24,11.61,32,0,329.26
10.14,1.9,21.94,19,0,485.8
6.5,4.98,21.94,19,0,21.69
7.44,3.42,11.61,29,0,118.94
9,3.01,11.61,18,0,51.41
8.27,3.95,11.61,41,0,167.62
6.86,3.08,11.61,22,0,502.4
8.24,2.98,11.61,43,0,189.69
10.2,4.74,11.61,15,0,89.03
10,3.89,11.61,43,0,459.32
5.57,4.52,11.61,18,0,120.26
9.35,2.91,11.61,148,0,481.87
7.35,5.1,11.61,60,0,221.64
8.28,3.69,11.61,107,0,88.38
5.3,4.44,11.61,23,0,0
9.2,3.39,11.61,30,0,463.83
6.71,4.48,11.61,34,0,459.32
8.8,3.81,11.61,121,0,122.71
9.83,3.55,11.61,36,0,613.41
6.92,4.25,11.61,38,0,224.56
10.29,6.28,11.61,20,0,191.51
8.44,3.13,11.61,101,0,130.69
7.07,3.16,11.61,78,0,289.77
8.03,4.13,11.61,26,0,127.88
9.18,2.46,10.33,18,0,280.47
7.04,3.13,11.61,69,0,14.54
7.22,3.19,11.61,23,0,478.67
7.41,3.65,11.61,60,0,417.38
9.73,2.9,11.61,20,0,359.14
8.1,2.76,11.61,88,0,834.89
5.81,3.87,0,0,0,0
4.57,6.26,0,0,1,43.72
5.67,5.05,10.33,4,0,376.69
47.5,10.5,28.73,0,0,876.15
61.06,6.66,28.73,0,0,808.47
54.32,8.48,28.73,0,0,401.25
135.66,26.15,12.55,0,0,411.19
95.27,14.54,13.61,0,0,1551.51
105,6.17,13.61,0,0,1722.04
100.56,16.99,13.78,0,0,477.83
44.95,11.23,13.9,0,0,10.34
45.17,17.61,13.9,0,0,26.74
63.97,11.21,13.9,0,0,4.08
67.6,4.14,13.78,0,0,205.58
64.26,13.6,13.78,0,0,0
138.28,21.87,10.94,0,0,406.75
50.27,14.06,10.94,0,0,103.28
49.08,16.11,10.94,0,0,109.47
45.44,8.69,10.94,0,0,0
74.18,9.82,16.88,0,0,43.85
102.07,12.83,16.88,0,0,125.1
41.09,7.96,28.73,33,0,312.88
38.2,7.7,28.73,9,0,202.22
36.1,6.1,28.73,23,0,30.57
38.8,6.31,13.9,0,0,96.78
46.76,6.09,13.9,0,0,73.94
107.27,13.54,12.24,0,0,33.24
147.03,9.06,12.24,0,0,46.02
140.76,15.49,12.24,0,0,197.24
115.54,26.45,23.41,0,0,749.51
41.29,9.5,34.57,0,0,26.97
48,16.02,34.57,0,0,268.05
55.34,9.64,34.57,0,0,54.02
38.96,6.4,31.65,0,0,11.3
40.66,6.6,28.73,3,0,4.67
71.99,9.77,31.65,0,0,55.62
48.84,7.93,28.73,0,0,145.29
66.09,10.11,28.73,0,0,7.4
47.35,10.23,28.2,0,0,0
48,8.19,28.73,0,0,4.2
896.39,13.67,29.29,0,0,97.87
891.51,13.72,26.89,0,0,90
1084.95,14.22,5.28,0,0,0
1457,4.48,16.36,0,0,0
895.8,12.67,26.89,0,0,49.9
1080.5,3.47,0,0,0,277.58
10.71,4.13,17.01,17,0,203.74
11.6,2.87,17.01,13,0,147.46
19.56,5.6,17.11,15,0,0
15.67,5.35,17.11,16,0,93.06
21.79,7.57,17.11,13,0,0
20.33,6.22,17.11,5,0,19.88
17.25,4.84,16.37,2,0,0
24.21,5.16,18.26,76,0,12.42
1450.33,31.3,16.36,0,0,29.54
1445,20.64,16.36,0,0,8.03
1482.14,22.84,16.36,0,0,147.71
1455.5,21.2,16.36,0,0,105.53
1465,7.45,16.36,0,0,338.02
1468.92,19.33,16.36,0,0,338.02
1460.5,15.07,16.36,0,0,69.2
1489.64,26.92,16.36,0,0,435.85
1453.75,18.35,16.36,0,0,46.29
1466,28.6,16.36,0,0,142.46
1471.8,27.71,16.36,0,0,142.46
1455,5.69,16.36,26,0,0
1456.09,7.74,16.36,23,0,0
1462.8,20.13,16.36,22,0,4.44
1457.5,8.47,16.36,0,0,25.48
1461.6,20.43,16.36,9,0,41.97
1458.67,20.03,16.36,1,0,29.6
1966.92,29.73,9.31,0,0,1105.7
1945,28.98,9.31,0,0,867.92
1522.87,32.39,15.2,7,0,22.18
9.2,6.56,13.04,56,0,0
8.58,4.21,13.04,11,0,358.88
7.14,5.18,13.04,1,0,276.7
73.12,14.14,24.84,0,0,0
53.69,13.77,24.84,0,0,24.41
50.41,7.14,28.73,26,0,256.45
61.3,10.59,26.78,0,0,0
47.56,14.38,15.13,0,0,1.66
41.34,17.55,24.84,0,0,180.75
37.29,17.38,13.9,0,0,61.95
46.5,22.03,13.9,0,0,8.45
536.87,43.7,11.51,0,1,794.99
811.17,27.8,12.51,0,0,488.05
65.53,13.25,19,0,0,109.58
81,12.96,18.09,0,0,596.91
52.77,8.62,18.09,0,0,1022.63
54.81,11.41,18.09,56,0,418.02
23.74,7.72,17.11,38,0,210.4
40.17,16.9,33.35,0,0,10.04
27.22,6.22,33.35,0,0,34.54
42.5,10.15,13.9,4,0,602.03
43.98,5.88,15.13,0,0,0
39.38,4.25,15.13,11,0,181.8
38.43,5.99,15.15,0,0,0
44.45,7.68,28.73,0,0,24.11
41.25,5.69,28.73,0,0,165.07
39.87,8.68,16.88,0,0,43.73
9.6,4.63,13.07,6,0,1.64
50.32,13.08,28.73,10,0,655.01
45.58,10.46,28.73,0,0,588.68
36,6.86,28.73,18,0,167.32
33.83,4.13,21.31,16,0,104.87
36.57,3.6,13.9,21,0,156.32
40.38,14.45,13.9,9,0,279.24
44.09,9.41,21.31,23,0,393.96
35.5,5.29,21.31,8,0,356.82
36.33,3.38,28.73,18,0,186.64
34.8,7.23,13.9,9,0,317.78
16.94,4.22,15.66,0,0,4.5
18.5,4.26,15.66,6,0,152.66
18.41,4.28,15.66,0,0,310.98
14.51,3.98,15.38,43,0,187.82
15.82,3.49,15.09,55,0,425.84
19.25,4.43,15.66,5,0,24.42
17.27,3.61,15.09,2,0,87.91
16.71,3.22,15.09,14,0,5.55
18.92,4.41,15.09,10,0,14.28
18.06,5.39,15.09,19,0,73.94
20.75,4.75,24.31,70,0,6.54
26.95,2.95,24.31,57,0,178.3
16.3,5.56,18.6,17,0,24.06
19.3,4.33,24.31,24,0,712.44
17.64,3.71,24.31,76,0,839.54
23.11,5.27,14.06,19,0,18.91
33.62,8.42,16.52,0,0,10.28
52.73,14.97,13.9,0,0,0.47
51,9.61,13.9,0,0,10.62
71.09,12.32,13.84,0,0,0
84.03,15.74,34.57,0,0,15.29
91.76,14.14,23.41,0,0,251.46
353.66,25.52,12.92,0,0,282.66
55.29,12.71,34.57,0,0,12.37
879.15,17.04,12.18,55,0,0
1092.38,6.22,12.79,0,0,512.71
22.56,4.58,15.82,0,0,2.86
25,0.57,16.54,0,0,6.91
24.2,3.86,16.54,0,0,4.9
28.62,5.65,16.54,0,0,5.36
5.92,7.13,23.24,65,0,27.06
8,4.88,21.94,10,0,110.51
6.24,4.15,18.18,52,0,12.78
5.13,12.75,21.94,45,0,298.15
8.36,3.98,18.18,52,0,26.28
11.25,3.4,18.18,99,0,253.57
8.52,3.57,20.06,180,0,236.98
6.25,3.11,18.18,21,0,5.38
0,0,21.94,0,0,7.23
9.65,2.83,18.18,173,0,240.56
1614.59,20.14,7.76,0,0,4.36
1505.86,19.91,7.32,0,0,438.92
1505.68,17.43,7.76,0,0,19.33
1109.33,12.76,9.53,0,0,101.78
38.4,6.47,17.17,211,0,0
68.33,21.28,18.4,0,0,64.84
172.65,34.89,24.73,0,1,0
558.74,18.35,6.95,32,0,0
1466.5,5.26,7.76,0,0,10.45
1213,30.95,0,0,0,355.52
1562.7,33.74,6.14,0,0,0
4.78,3.34,21.94,23,0,406.87
7.86,3.25,21.94,17,0,538.34
6.6,5.36,21.94,9,0,426.56
6,3.01,21.94,16,0,428.78
5,6,13.3,0,0,125.88
4,6.33,13.3,0,0,127.7
9.2,5.45,13.3,0,0,31.15
3.71,5.42,13.3,0,0,85.76
1,3.09,13.3,0,0,65.34
2,4.12,13.3,0,0,71.77
4.11,7.32,13.3,0,0,151.09
7.78,2.77,11.61,28,0,184.15
11,5.44,13.21,52,0,499.6
5.13,3.75,12.41,41,0,5.25
9.75,7.21,13.21,6,0,518.48
10,5.75,13.21,12,0,552
8.5,4.81,13.21,13,0,459.28
7.86,4.35,12.41,18,0,430.95
6.33,2.89,16.78,20,0,194.27
19,3.76,23.87,69,0,6.54
27.67,13.09,15.55,0,0,216.71
8.27,2.72,21.94,29,0,757.14
9.44,3.29,21.94,26,0,858.36
8.83,2.21,21.94,53,0,670.45
8.2,2.76,21.94,13,0,898.61
10.05,4.12,21.94,64,0,548.97
7.89,4.1,21.94,25,0,877.67
7.62,3.46,21.94,39,0,574.54
9.89,6.13,21.94,54,0,506.1
13.13,9.1,21.94,21,0,536.45
4.59,3.48,21.94,47,0,459.2
5.05,3.26,21.94,64,0,449.4
7,2.09,21.94,13,0,768.18
7.5,3.55,21.94,8,0,711.35
7.65,4.13,21.94,65,0,111.93
6.29,4.25,21.94,20,0,515.62
8.47,4.35,21.94,50,0,590.85
8.27,3.38,18.18,156,0,388.92
8.75,3.16,21.94,24,0,527.18
8.88,3.81,21.94,23,0,418.42
7.92,3.54,21.94,37,0,226.77
8.21,4.57,21.94,42,0,266.83
8.24,3.1,21.94,84,0,402.3
7.38,2.98,21.94,38,0,626.99
8.83,3.48,21.94,55,0,427.68
8.56,3.02,21.94,24,0,668.13
8.81,4,21.94,48,0,453.51
8.06,4.17,21.94,46,0,251.9
6.5,2.07,21.94,2,0,265.44
5,4.93,21.94,2,0,218.67
9,3.95,21.94,53,0,524.48
5.67,2.65,21.94,13,0,221.13
5,3.56,21.94,8,0,230.89
8.06,4.06,21.94,45,0,419.49
9,3.44,21.94,33,0,668.13
3.5,4.66,21.94,4,0,716.94
7.6,2.95,18.18,11,0,543.93
7,1.77,21.94,17,0,100.48
7.1,2.98,21.94,29,0,8.28
5.81,4.01,21.94,77,0,4.34
7.75,3.35,21.94,112,0,184.65
10.67,4.16,25.7,3,0,1058.18
6,4.55,21.94,8,0,567.98
8.33,4.04,21.94,45,0,362.8
7.71,3.4,21.94,22,0,952.51
8.08,4.72,21.94,111,0,251.83
8.17,4.27,21.94,108,0,793.79
6,7.33,21.94,8,0,639.96
8,3.32,21.94,11,0,612.88
10.38,5.5,21.94,42,0,627
4.05,3.05,11.61,102,0,0
8,2.94,11.61,0,0,376.38
6.19,3.86,28.46,50,0,162.28
7,1.94,25.7,5,0,109.66
11.44,4.66,25.7,26,0,117.04
4.92,3.81,13.14,174,0,0
4.67,3.48,13.21,9,0,341.3
4.17,2.01,13.21,16,0,287.65
24,7.01,25.7,12,0,221.31
23.17,7.21,25.7,137,0,751.69
11.75,3.24,25.7,52,0,737.41
9.9,3.57,27.08,339,0,291.69
8.33,2.86,21.94,48,0,370.58
8.7,2.82,21.94,32,0,603.56
9.11,4.34,21.94,25,0,427.71
8,2.85,21.94,40,0,366.29
7,3.67,21.94,4,0,491.98
7.5,3.17,21.94,28,0,465.28
6.75,4.34,21.94,22,0,308.22
8,3.86,21.94,21,0,569.49
9.43,2.29,21.94,21,0,736.78
8.4,4.66,21.94,30,0,495.42
7.75,6.78,21.94,35,0,827.7
7.83,4.14,21.94,31,0,366.95
9.25,2.06,21.94,22,0,512.18
8.13,2.74,21.94,25,0,911.73
5.77,3.77,21.94,35,0,820.54
6.14,4.18,21.94,32,0,810.71
5.3,5.3,21.94,26,0,944.53
